,rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,is_bigendian,step
39,1603863773132111072,,0,,1603863773,132111072,"""camera_color_left""",0,3723
40,1603863773235704898,,0,,1603863773,235704898,"""camera_color_left""",0,3723
41,1603863773339318990,,0,,1603863773,339318990,"""camera_color_left""",0,3723
42,1603863773443063020,,0,,1603863773,443063020,"""camera_color_left""",0,3723
43,1603863773546674966,,0,,1603863773,546674966,"""camera_color_left""",0,3723
44,1603863773650434970,,0,,1603863773,650434970,"""camera_color_left""",0,3723
45,1603863773754030942,,0,,1603863773,754030942,"""camera_color_left""",0,3723
46,1603863773857773065,,0,,1603863773,857773065,"""camera_color_left""",0,3723
47,1603863773961386919,,0,,1603863773,961386919,"""camera_color_left""",0,3723
48,1603863774065123081,,0,,1603863774,65123081,"""camera_color_left""",0,3723
49,1603863774168742895,,0,,1603863774,168742895,"""camera_color_left""",0,3723
50,1603863774272480010,,0,,1603863774,272480010,"""camera_color_left""",0,3723
51,1603863774376096963,,0,,1603863774,376096963,"""camera_color_left""",0,3723
52,1603863774479861021,,0,,1603863774,479861021,"""camera_color_left""",0,3723
53,1603863774583585023,,0,,1603863774,583585023,"""camera_color_left""",0,3723
54,1603863774687193870,,0,,1603863774,687193870,"""camera_color_left""",0,3723
55,1603863774790942907,,0,,1603863774,790942907,"""camera_color_left""",0,3723
56,1603863774894551992,,0,,1603863774,894551992,"""camera_color_left""",0,3723
57,1603863774998164892,,0,,1603863774,998164892,"""camera_color_left""",0,3723
58,1603863775101907014,,0,,1603863775,101907014,"""camera_color_left""",0,3723
59,1603863775205524921,,0,,1603863775,205524921,"""camera_color_left""",0,3723
60,1603863775309135913,,0,,1603863775,309135913,"""camera_color_left""",0,3723
61,1603863775412750959,,0,,1603863775,412750959,"""camera_color_left""",0,3723
62,1603863775516369104,,0,,1603863775,516369104,"""camera_color_left""",0,3723
63,1603863775619987964,,0,,1603863775,619987964,"""camera_color_left""",0,3723
64,1603863775723598003,,0,,1603863775,723598003,"""camera_color_left""",0,3723
65,1603863775827346086,,0,,1603863775,827346086,"""camera_color_left""",0,3723
66,1603863775930955886,,0,,1603863775,930955886,"""camera_color_left""",0,3723
67,1603863776034694910,,0,,1603863776,34694910,"""camera_color_left""",0,3723
68,1603863776138313055,,0,,1603863776,138313055,"""camera_color_left""",0,3723
69,1603863776242050886,,0,,1603863776,242050886,"""camera_color_left""",0,3723
70,1603863776345671892,,0,,1603863776,345671892,"""camera_color_left""",0,3723
71,1603863776449304103,,0,,1603863776,449304103,"""camera_color_left""",0,3723
72,1603863776553049087,,0,,1603863776,553049087,"""camera_color_left""",0,3723
73,1603863776656640052,,0,,1603863776,656640052,"""camera_color_left""",0,3723
74,1603863776760376930,,0,,1603863776,760376930,"""camera_color_left""",0,3723
75,1603863776863996982,,0,,1603863776,863996982,"""camera_color_left""",0,3723
76,1603863776967604875,,0,,1603863776,967604875,"""camera_color_left""",0,3723
77,1603863777071363925,,0,,1603863777,71363925,"""camera_color_left""",0,3723
78,1603863777175091981,,0,,1603863777,175091981,"""camera_color_left""",0,3723
79,1603863777278713941,,0,,1603863777,278713941,"""camera_color_left""",0,3723
80,1603863777382448911,,0,,1603863777,382448911,"""camera_color_left""",0,3723
81,1603863777486187934,,0,,1603863777,486187934,"""camera_color_left""",0,3723
82,1603863777589951038,,0,,1603863777,589951038,"""camera_color_left""",0,3723
83,1603863777693789005,,0,,1603863777,693789005,"""camera_color_left""",0,3723
84,1603863777797544002,,0,,1603863777,797544002,"""camera_color_left""",0,3723
85,1603863777901431083,,0,,1603863777,901431083,"""camera_color_left""",0,3723
86,1603863778005260944,,0,,1603863778,5260944,"""camera_color_left""",0,3723
87,1603863778109132051,,0,,1603863778,109132051,"""camera_color_left""",0,3723
88,1603863778213032007,,0,,1603863778,213032007,"""camera_color_left""",0,3723
89,1603863778316861867,,0,,1603863778,316861867,"""camera_color_left""",0,3723
90,1603863778420871973,,0,,1603863778,420871973,"""camera_color_left""",0,3723
91,1603863778524842023,,0,,1603863778,524842023,"""camera_color_left""",0,3723
92,1603863778628832101,,0,,1603863778,628832101,"""camera_color_left""",0,3723
93,1603863778732821941,,0,,1603863778,732821941,"""camera_color_left""",0,3723
94,1603863778836812019,,0,,1603863778,836812019,"""camera_color_left""",0,3723
95,1603863778940952062,,0,,1603863778,940952062,"""camera_color_left""",0,3723
96,1603863779044921875,,0,,1603863779,44921875,"""camera_color_left""",0,3723
97,1603863779148792028,,0,,1603863779,148792028,"""camera_color_left""",0,3723
98,1603863779252772092,,0,,1603863779,252772092,"""camera_color_left""",0,3723
99,1603863779356512069,,0,,1603863779,356512069,"""camera_color_left""",0,3723
100,1603863779460381984,,0,,1603863779,460381984,"""camera_color_left""",0,3723
101,1603863779564121961,,0,,1603863779,564121961,"""camera_color_left""",0,3723
102,1603863779667732000,,0,,1603863779,667732000,"""camera_color_left""",0,3723
103,1603863779771471977,,0,,1603863779,771471977,"""camera_color_left""",0,3723
104,1603863779874972105,,0,,1603863779,874972105,"""camera_color_left""",0,3723
105,1603863779978581905,,0,,1603863779,978581905,"""camera_color_left""",0,3723
106,1603863780082201957,,0,,1603863780,82201957,"""camera_color_left""",0,3723
107,1603863780185811996,,0,,1603863780,185811996,"""camera_color_left""",0,3723
108,1603863780289301872,,0,,1603863780,289301872,"""camera_color_left""",0,3723
109,1603863780392802000,,0,,1603863780,392802000,"""camera_color_left""",0,3723
110,1603863780496311902,,0,,1603863780,496311902,"""camera_color_left""",0,3723
111,1603863780599871873,,0,,1603863780,599871873,"""camera_color_left""",0,3723
112,1603863780703272104,,0,,1603863780,703272104,"""camera_color_left""",0,3723
113,1603863780806891918,,0,,1603863780,806891918,"""camera_color_left""",0,3723
114,1603863780910261869,,0,,1603863780,910261869,"""camera_color_left""",0,3723
115,1603863781013871908,,0,,1603863781,13871908,"""camera_color_left""",0,3723
116,1603863781117402076,,0,,1603863781,117402076,"""camera_color_left""",0,3723
117,1603863781220972061,,0,,1603863781,220972061,"""camera_color_left""",0,3723
118,1603863781324552059,,0,,1603863781,324552059,"""camera_color_left""",0,3723
119,1603863781428081989,,0,,1603863781,428081989,"""camera_color_left""",0,3723
120,1603863781531702041,,0,,1603863781,531702041,"""camera_color_left""",0,3723
121,1603863781635312080,,0,,1603863781,635312080,"""camera_color_left""",0,3723
122,1603863781738921880,,0,,1603863781,738921880,"""camera_color_left""",0,3723
123,1603863781842541933,,0,,1603863781,842541933,"""camera_color_left""",0,3723
124,1603863781946151971,,0,,1603863781,946151971,"""camera_color_left""",0,3723
125,1603863782049871921,,0,,1603863782,49871921,"""camera_color_left""",0,3723
126,1603863782153501987,,0,,1603863782,153501987,"""camera_color_left""",0,3723
127,1603863782257122039,,0,,1603863782,257122039,"""camera_color_left""",0,3723
128,1603863782360742092,,0,,1603863782,360742092,"""camera_color_left""",0,3723
129,1603863782464472055,,0,,1603863782,464472055,"""camera_color_left""",0,3723
130,1603863782568091869,,0,,1603863782,568091869,"""camera_color_left""",0,3723
131,1603863782671881914,,0,,1603863782,671881914,"""camera_color_left""",0,3723
132,1603863782775461912,,0,,1603863782,775461912,"""camera_color_left""",0,3723
133,1603863782879061937,,0,,1603863782,879061937,"""camera_color_left""",0,3723
134,1603863782982681989,,0,,1603863782,982681989,"""camera_color_left""",0,3723
135,1603863783086302042,,0,,1603863783,86302042,"""camera_color_left""",0,3723
136,1603863783190042018,,0,,1603863783,190042018,"""camera_color_left""",0,3723
137,1603863783293652057,,0,,1603863783,293652057,"""camera_color_left""",0,3723
138,1603863783397281885,,0,,1603863783,397281885,"""camera_color_left""",0,3723
139,1603863783501012086,,0,,1603863783,501012086,"""camera_color_left""",0,3723
140,1603863783604752063,,0,,1603863783,604752063,"""camera_color_left""",0,3723
141,1603863783708371877,,0,,1603863783,708371877,"""camera_color_left""",0,3723
142,1603863783812102079,,0,,1603863783,812102079,"""camera_color_left""",0,3723
143,1603863783915842056,,0,,1603863783,915842056,"""camera_color_left""",0,3723
144,1603863784019592046,,0,,1603863784,19592046,"""camera_color_left""",0,3723
145,1603863784123221874,,0,,1603863784,123221874,"""camera_color_left""",0,3723
146,1603863784226942062,,0,,1603863784,226942062,"""camera_color_left""",0,3723
147,1603863784330651998,,0,,1603863784,330651998,"""camera_color_left""",0,3723
148,1603863784434292078,,0,,1603863784,434292078,"""camera_color_left""",0,3723
149,1603863784537911891,,0,,1603863784,537911891,"""camera_color_left""",0,3723
150,1603863784641531944,,0,,1603863784,641531944,"""camera_color_left""",0,3723
151,1603863784745291948,,0,,1603863784,745291948,"""camera_color_left""",0,3723
152,1603863784848881959,,0,,1603863784,848881959,"""camera_color_left""",0,3723
153,1603863784952631950,,0,,1603863784,952631950,"""camera_color_left""",0,3723
154,1603863785056391954,,0,,1603863785,56391954,"""camera_color_left""",0,3723
155,1603863785160101890,,0,,1603863785,160101890,"""camera_color_left""",0,3723
156,1603863785263851881,,0,,1603863785,263851881,"""camera_color_left""",0,3723
157,1603863785367592096,,0,,1603863785,367592096,"""camera_color_left""",0,3723
158,1603863785471352100,,0,,1603863785,471352100,"""camera_color_left""",0,3723
159,1603863785575072050,,0,,1603863785,575072050,"""camera_color_left""",0,3723
160,1603863785678682088,,0,,1603863785,678682088,"""camera_color_left""",0,3723
161,1603863785782422065,,0,,1603863785,782422065,"""camera_color_left""",0,3723
162,1603863785886041879,,0,,1603863785,886041879,"""camera_color_left""",0,3723
163,1603863785989661931,,0,,1603863785,989661931,"""camera_color_left""",0,3723
164,1603863786093401908,,0,,1603863786,93401908,"""camera_color_left""",0,3723
165,1603863786197021961,,0,,1603863786,197021961,"""camera_color_left""",0,3723
166,1603863786300751924,,0,,1603863786,300751924,"""camera_color_left""",0,3723
167,1603863786404371976,,0,,1603863786,404371976,"""camera_color_left""",0,3723
168,1603863786508131980,,0,,1603863786,508131980,"""camera_color_left""",0,3723
169,1603863786611772060,,0,,1603863786,611772060,"""camera_color_left""",0,3723
170,1603863786715461969,,0,,1603863786,715461969,"""camera_color_left""",0,3723
171,1603863786819082021,,0,,1603863786,819082021,"""camera_color_left""",0,3723
172,1603863786922692060,,0,,1603863786,922692060,"""camera_color_left""",0,3723
173,1603863787026311874,,0,,1603863787,26311874,"""camera_color_left""",0,3723
174,1603863787129921913,,0,,1603863787,129921913,"""camera_color_left""",0,3723
175,1603863787233612060,,0,,1603863787,233612060,"""camera_color_left""",0,3723
176,1603863787337222099,,0,,1603863787,337222099,"""camera_color_left""",0,3723
177,1603863787440881967,,0,,1603863787,440881967,"""camera_color_left""",0,3723
178,1603863787544441938,,0,,1603863787,544441938,"""camera_color_left""",0,3723
179,1603863787648001909,,0,,1603863787,648001909,"""camera_color_left""",0,3723
180,1603863787751611948,,0,,1603863787,751611948,"""camera_color_left""",0,3723
181,1603863787855112075,,0,,1603863787,855112075,"""camera_color_left""",0,3723
182,1603863787958721876,,0,,1603863787,958721876,"""camera_color_left""",0,3723
183,1603863788062222003,,0,,1603863788,62222003,"""camera_color_left""",0,3723
184,1603863788165702104,,0,,1603863788,165702104,"""camera_color_left""",0,3723
185,1603863788269341945,,0,,1603863788,269341945,"""camera_color_left""",0,3723
186,1603863788372812032,,0,,1603863788,372812032,"""camera_color_left""",0,3723
187,1603863788476301908,,0,,1603863788,476301908,"""camera_color_left""",0,3723
188,1603863788579672098,,0,,1603863788,579672098,"""camera_color_left""",0,3723
189,1603863788683161973,,0,,1603863788,683161973,"""camera_color_left""",0,3723
190,1603863788786642074,,0,,1603863788,786642074,"""camera_color_left""",0,3723
191,1603863788890161991,,0,,1603863788,890161991,"""camera_color_left""",0,3723
192,1603863788993711948,,0,,1603863788,993711948,"""camera_color_left""",0,3723
193,1603863789097222089,,0,,1603863789,97222089,"""camera_color_left""",0,3723
194,1603863789200572013,,0,,1603863789,200572013,"""camera_color_left""",0,3723
195,1603863789304101943,,0,,1603863789,304101943,"""camera_color_left""",0,3723
196,1603863789407641887,,0,,1603863789,407641887,"""camera_color_left""",0,3723
197,1603863789511202096,,0,,1603863789,511202096,"""camera_color_left""",0,3723
198,1603863789614922046,,0,,1603863789,614922046,"""camera_color_left""",0,3723
199,1603863789718561887,,0,,1603863789,718561887,"""camera_color_left""",0,3723
200,1603863789822302103,,0,,1603863789,822302103,"""camera_color_left""",0,3723
201,1603863789926151990,,0,,1603863789,926151990,"""camera_color_left""",0,3723
202,1603863790029911994,,0,,1603863790,29911994,"""camera_color_left""",0,3723
203,1603863790133641958,,0,,1603863790,133641958,"""camera_color_left""",0,3723
204,1603863790237511873,,0,,1603863790,237511873,"""camera_color_left""",0,3723
205,1603863790341372013,,0,,1603863790,341372013,"""camera_color_left""",0,3723
206,1603863790445372104,,0,,1603863790,445372104,"""camera_color_left""",0,3723
207,1603863790549361944,,0,,1603863790,549361944,"""camera_color_left""",0,3723
208,1603863790653491973,,0,,1603863790,653491973,"""camera_color_left""",0,3723
209,1603863790757711887,,0,,1603863790,757711887,"""camera_color_left""",0,3723
210,1603863790861841917,,0,,1603863790,861841917,"""camera_color_left""",0,3723
211,1603863790965862035,,0,,1603863790,965862035,"""camera_color_left""",0,3723
212,1603863791069812059,,0,,1603863791,69812059,"""camera_color_left""",0,3723
213,1603863791173922061,,0,,1603863791,173922061,"""camera_color_left""",0,3723
214,1603863791277911901,,0,,1603863791,277911901,"""camera_color_left""",0,3723
215,1603863791381901979,,0,,1603863791,381901979,"""camera_color_left""",0,3723
216,1603863791485801935,,0,,1603863791,485801935,"""camera_color_left""",0,3723
217,1603863791589761972,,0,,1603863791,589761972,"""camera_color_left""",0,3723
218,1603863791693631887,,0,,1603863791,693631887,"""camera_color_left""",0,3723
219,1603863791797391891,,0,,1603863791,797391891,"""camera_color_left""",0,3723
220,1603863791901191949,,0,,1603863791,901191949,"""camera_color_left""",0,3723
221,1603863792004852056,,0,,1603863792,4852056,"""camera_color_left""",0,3723
222,1603863792108622074,,0,,1603863792,108622074,"""camera_color_left""",0,3723
223,1603863792212212085,,0,,1603863792,212212085,"""camera_color_left""",0,3723
224,1603863792316161870,,0,,1603863792,316161870,"""camera_color_left""",0,3723
225,1603863792419471979,,0,,1603863792,419471979,"""camera_color_left""",0,3723
226,1603863792523201942,,0,,1603863792,523201942,"""camera_color_left""",0,3723
227,1603863792626761913,,0,,1603863792,626761913,"""camera_color_left""",0,3723
228,1603863792730302095,,0,,1603863792,730302095,"""camera_color_left""",0,3723
229,1603863792834032058,,0,,1603863792,834032058,"""camera_color_left""",0,3723
230,1603863792937671899,,0,,1603863792,937671899,"""camera_color_left""",0,3723
231,1603863793041332006,,0,,1603863793,41332006,"""camera_color_left""",0,3723
232,1603863793144871950,,0,,1603863793,144871950,"""camera_color_left""",0,3723
233,1603863793248522043,,0,,1603863793,248522043,"""camera_color_left""",0,3723
234,1603863793352102041,,0,,1603863793,352102041,"""camera_color_left""",0,3723
235,1603863793455842018,,0,,1603863793,455842018,"""camera_color_left""",0,3723
236,1603863793559452056,,0,,1603863793,559452056,"""camera_color_left""",0,3723
237,1603863793663081884,,0,,1603863793,663081884,"""camera_color_left""",0,3723
238,1603863793766831874,,0,,1603863793,766831874,"""camera_color_left""",0,3723
239,1603863793870421886,,0,,1603863793,870421886,"""camera_color_left""",0,3723
240,1603863793974181890,,0,,1603863793,974181890,"""camera_color_left""",0,3723
241,1603863794077882051,,0,,1603863794,77882051,"""camera_color_left""",0,3723
242,1603863794181432008,,0,,1603863794,181432008,"""camera_color_left""",0,3723
243,1603863794285192012,,0,,1603863794,285192012,"""camera_color_left""",0,3723
244,1603863794388751983,,0,,1603863794,388751983,"""camera_color_left""",0,3723
245,1603863794492542028,,0,,1603863794,492542028,"""camera_color_left""",0,3723
246,1603863794596251964,,0,,1603863794,596251964,"""camera_color_left""",0,3723
247,1603863794699872016,,0,,1603863794,699872016,"""camera_color_left""",0,3723
248,1603863794803462028,,0,,1603863794,803462028,"""camera_color_left""",0,3723
249,1603863794907082080,,0,,1603863794,907082080,"""camera_color_left""",0,3723
250,1603863795010701894,,0,,1603863795,10701894,"""camera_color_left""",0,3723
251,1603863795114432096,,0,,1603863795,114432096,"""camera_color_left""",0,3723
252,1603863795218071937,,0,,1603863795,218071937,"""camera_color_left""",0,3723
253,1603863795321671962,,0,,1603863795,321671962,"""camera_color_left""",0,3723
254,1603863795425431966,,0,,1603863795,425431966,"""camera_color_left""",0,3723
255,1603863795529072046,,0,,1603863795,529072046,"""camera_color_left""",0,3723
256,1603863795632642030,,0,,1603863795,632642030,"""camera_color_left""",0,3723
257,1603863795736272096,,0,,1603863795,736272096,"""camera_color_left""",0,3723
258,1603863795839901924,,0,,1603863795,839901924,"""camera_color_left""",0,3723
259,1603863795943481922,,0,,1603863795,943481922,"""camera_color_left""",0,3723
260,1603863796047302007,,0,,1603863796,47302007,"""camera_color_left""",0,3723
261,1603863796150851964,,0,,1603863796,150851964,"""camera_color_left""",0,3723
262,1603863796254482030,,0,,1603863796,254482030,"""camera_color_left""",0,3723
263,1603863796358072042,,0,,1603863796,358072042,"""camera_color_left""",0,3723
264,1603863796461832046,,0,,1603863796,461832046,"""camera_color_left""",0,3723
265,1603863796565432071,,0,,1603863796,565432071,"""camera_color_left""",0,3723
266,1603863796669041872,,0,,1603863796,669041872,"""camera_color_left""",0,3723
267,1603863796774482011,,0,,1603863796,774482011,"""camera_color_left""",0,3723
268,1603863796876421928,,0,,1603863796,876421928,"""camera_color_left""",0,3723
269,1603863796980141878,,0,,1603863796,980141878,"""camera_color_left""",0,3723
270,1603863797083761930,,0,,1603863797,83761930,"""camera_color_left""",0,3723
271,1603863797187501907,,0,,1603863797,187501907,"""camera_color_left""",0,3723
272,1603863797291111946,,0,,1603863797,291111946,"""camera_color_left""",0,3723
273,1603863797394731998,,0,,1603863797,394731998,"""camera_color_left""",0,3723
274,1603863797498342037,,0,,1603863797,498342037,"""camera_color_left""",0,3723
275,1603863797601962089,,0,,1603863797,601962089,"""camera_color_left""",0,3723
276,1603863797705621957,,0,,1603863797,705621957,"""camera_color_left""",0,3723
277,1603863797809321880,,0,,1603863797,809321880,"""camera_color_left""",0,3723
278,1603863797913081884,,0,,1603863797,913081884,"""camera_color_left""",0,3723
279,1603863798016822099,,0,,1603863798,16822099,"""camera_color_left""",0,3723
280,1603863798120411872,,0,,1603863798,120411872,"""camera_color_left""",0,3723
281,1603863798224201917,,0,,1603863798,224201917,"""camera_color_left""",0,3723
282,1603863798327902078,,0,,1603863798,327902078,"""camera_color_left""",0,3723
283,1603863798431511878,,0,,1603863798,431511878,"""camera_color_left""",0,3723
284,1603863798535252094,,0,,1603863798,535252094,"""camera_color_left""",0,3723
285,1603863798638871908,,0,,1603863798,638871908,"""camera_color_left""",0,3723
286,1603863798742601871,,0,,1603863798,742601871,"""camera_color_left""",0,3723
287,1603863798846251964,,0,,1603863798,846251964,"""camera_color_left""",0,3723
288,1603863798949841976,,0,,1603863798,949841976,"""camera_color_left""",0,3723
289,1603863799053581953,,0,,1603863799,53581953,"""camera_color_left""",0,3723
290,1603863799157212018,,0,,1603863799,157212018,"""camera_color_left""",0,3723
291,1603863799260812044,,0,,1603863799,260812044,"""camera_color_left""",0,3723
292,1603863799364552021,,0,,1603863799,364552021,"""camera_color_left""",0,3723
293,1603863799468401908,,0,,1603863799,468401908,"""camera_color_left""",0,3723
294,1603863799572262048,,0,,1603863799,572262048,"""camera_color_left""",0,3723
295,1603863799675621986,,0,,1603863799,675621986,"""camera_color_left""",0,3723
296,1603863799779141902,,0,,1603863799,779141902,"""camera_color_left""",0,3723
297,1603863799882891893,,0,,1603863799,882891893,"""camera_color_left""",0,3723
298,1603863799986501932,,0,,1603863799,986501932,"""camera_color_left""",0,3723
299,1603863800090241909,,0,,1603863800,90241909,"""camera_color_left""",0,3723
300,1603863800193851947,,0,,1603863800,193851947,"""camera_color_left""",0,3723
301,1603863800297461986,,0,,1603863800,297461986,"""camera_color_left""",0,3723
302,1603863800401082038,,0,,1603863800,401082038,"""camera_color_left""",0,3723
303,1603863800504862070,,0,,1603863800,504862070,"""camera_color_left""",0,3723
304,1603863800608442068,,0,,1603863800,608442068,"""camera_color_left""",0,3723
305,1603863800712182044,,0,,1603863800,712182044,"""camera_color_left""",0,3723
306,1603863800815932035,,0,,1603863800,815932035,"""camera_color_left""",0,3723
307,1603863800919672012,,0,,1603863800,919672012,"""camera_color_left""",0,3723
308,1603863801023401975,,0,,1603863801,23401975,"""camera_color_left""",0,3723
309,1603863801127032041,,0,,1603863801,127032041,"""camera_color_left""",0,3723
310,1603863801230762004,,0,,1603863801,230762004,"""camera_color_left""",0,3723
311,1603863801334511995,,0,,1603863801,334511995,"""camera_color_left""",0,3723
312,1603863801438231945,,0,,1603863801,438231945,"""camera_color_left""",0,3723
313,1603863801541981935,,0,,1603863801,541981935,"""camera_color_left""",0,3723
314,1603863801645761966,,0,,1603863801,645761966,"""camera_color_left""",0,3723
315,1603863801749331951,,0,,1603863801,749331951,"""camera_color_left""",0,3723
316,1603863801853071928,,0,,1603863801,853071928,"""camera_color_left""",0,3723
317,1603863801956811904,,0,,1603863801,956811904,"""camera_color_left""",0,3723
318,1603863802060551881,,0,,1603863802,60551881,"""camera_color_left""",0,3723
319,1603863802164292097,,0,,1603863802,164292097,"""camera_color_left""",0,3723
320,1603863802268042087,,0,,1603863802,268042087,"""camera_color_left""",0,3723
321,1603863802371772050,,0,,1603863802,371772050,"""camera_color_left""",0,3723
322,1603863802475542068,,0,,1603863802,475542068,"""camera_color_left""",0,3723
323,1603863802579142093,,0,,1603863802,579142093,"""camera_color_left""",0,3723
324,1603863802682872056,,0,,1603863802,682872056,"""camera_color_left""",0,3723
325,1603863802786501884,,0,,1603863802,786501884,"""camera_color_left""",0,3723
326,1603863802890101909,,0,,1603863802,890101909,"""camera_color_left""",0,3723
327,1603863802993721961,,0,,1603863802,993721961,"""camera_color_left""",0,3723
328,1603863803097461938,,0,,1603863803,97461938,"""camera_color_left""",0,3723
329,1603863803201071977,,0,,1603863803,201071977,"""camera_color_left""",0,3723
330,1603863803304712057,,0,,1603863803,304712057,"""camera_color_left""",0,3723
331,1603863803408432006,,0,,1603863803,408432006,"""camera_color_left""",0,3723
332,1603863803512052059,,0,,1603863803,512052059,"""camera_color_left""",0,3723
333,1603863803615822076,,0,,1603863803,615822076,"""camera_color_left""",0,3723
334,1603863803719402074,,0,,1603863803,719402074,"""camera_color_left""",0,3723
335,1603863803823142051,,0,,1603863803,823142051,"""camera_color_left""",0,3723
336,1603863803926882028,,0,,1603863803,926882028,"""camera_color_left""",0,3723
337,1603863804030502080,,0,,1603863804,30502080,"""camera_color_left""",0,3723
338,1603863804134281873,,0,,1603863804,134281873,"""camera_color_left""",0,3723
339,1603863804237982034,,0,,1603863804,237982034,"""camera_color_left""",0,3723
340,1603863804341701984,,0,,1603863804,341701984,"""camera_color_left""",0,3723
341,1603863804445421934,,0,,1603863804,445421934,"""camera_color_left""",0,3723
342,1603863804549082040,,0,,1603863804,549082040,"""camera_color_left""",0,3723
343,1603863804652692079,,0,,1603863804,652692079,"""camera_color_left""",0,3723
344,1603863804756561994,,0,,1603863804,756561994,"""camera_color_left""",0,3723
345,1603863804860192060,,0,,1603863804,860192060,"""camera_color_left""",0,3723
346,1603863804963972091,,0,,1603863804,963972091,"""camera_color_left""",0,3723
347,1603863805067682027,,0,,1603863805,67682027,"""camera_color_left""",0,3723
348,1603863805171262025,,0,,1603863805,171262025,"""camera_color_left""",0,3723
349,1603863805275012016,,0,,1603863805,275012016,"""camera_color_left""",0,3723
350,1603863805378632068,,0,,1603863805,378632068,"""camera_color_left""",0,3723
351,1603863805482362031,,0,,1603863805,482362031,"""camera_color_left""",0,3723
352,1603863805585982084,,0,,1603863805,585982084,"""camera_color_left""",0,3723
353,1603863805689591884,,0,,1603863805,689591884,"""camera_color_left""",0,3723
354,1603863805793231964,,0,,1603863805,793231964,"""camera_color_left""",0,3723
355,1603863805896951913,,0,,1603863805,896951913,"""camera_color_left""",0,3723
356,1603863806000561952,,0,,1603863806,561952,"""camera_color_left""",0,3723
357,1603863806104511976,,0,,1603863806,104511976,"""camera_color_left""",0,3723
358,1603863806207921981,,0,,1603863806,207921981,"""camera_color_left""",0,3723
359,1603863806311872005,,0,,1603863806,311872005,"""camera_color_left""",0,3723
360,1603863806415142059,,0,,1603863806,415142059,"""camera_color_left""",0,3723
361,1603863806518771886,,0,,1603863806,518771886,"""camera_color_left""",0,3723
362,1603863806622431993,,0,,1603863806,622431993,"""camera_color_left""",0,3723
363,1603863806726011991,,0,,1603863806,726011991,"""camera_color_left""",0,3723
364,1603863806829662084,,0,,1603863806,829662084,"""camera_color_left""",0,3723
365,1603863806933261871,,0,,1603863806,933261871,"""camera_color_left""",0,3723
